Industry,Mission,MissionDescription,Strategic Priorities,Programs,Use Case,Current Situation,Goals and Objectives ,Technology Deployed,Use Case Summary
Communications Service Provider,Support Diverse Connected Communities,no value,Digital Supply Chain Optimisation,Extended  Planning,Demand and consumption processing,"Implemented as part of siloed service offerings with the CSP, demand analysis is applied to capacity planning within the CSP.","Near-real-time availability of demand will support higher revenue, especially in aftermarket parts and services.","Cloud, IoT, mobile, and industry cloud",Instrumenting demand signals from customers and channel partners creates an accurate representation of real-time demand in the digital supply chain.
Communications Service Provider,Support Diverse Connected Communities,no value,Digital Supply Chain Optimisation,Extended  Planning,Thinking supply chain,"Various analytic models support different planning stages, but the models are loosely integrated.","The objectives are better allocation of resources and risk mitigation, better optimal sales and operations plans, and better next-best-action determination.","Cognitive, BDA, AR/VR, and mobile","A closed-loop analytic model connects portfolio, scenario, value, and situational analysis to drive supply chain innovation."
Communications Service Provider,Support Diverse Connected Communities,no value,Digital Supply Chain Optimisation,Extended  Planning,"Risk management, compliance, and governance","Risks associated with external regulation, technology investments, and business model changes are largely independent, informing strategy without directing it.","The objectives of risk management and compliance are to ensure that a series of different risk categories, all of which can affect the successful operations of the CSP, have minimal impact on operations.","Cloud, machine learning, IoT, AI knowledge search and retrieval, mobile, and social collaboration","Initiatives aimed at allowing the communications service provider to remain in compliance with the domestic market regulations, covering spectrum, service provision, pricing, and offering management."
Communications Service Provider,Support Diverse Connected Communities,no value,Digital Supply Chain Optimisation,Secure & Compliant Supply Chain,Sourcing intelligence,The current best practice looks at aggregate buying volumes with vendors for negotiation.,Buying based on capacity reservation at suppliers based on a digital twin of the entire supply chain will yield lower inventories and higher perfect order results.,"Cloud, industry cloud, cognitive, and blockchain","An understanding of supplier capacities at a deeper level, such as machine capabilities, certifications, capacity, and company demand for those items as well as continuous rebalancing of the supply of critical items based on capabilities rather than units and quantity."
Communications Service Provider,Support Diverse Connected Communities,no value,Digital Supply Chain Optimisation,Secure & Compliant Supply Chain,Supplier network management,"CSPs source from suppliers based on historical experience, patterns, and standard bidding processes, not always digital.","Instrumenting supplier production and warehousing facilities to create a fully informed digital twin. For on-premise deployments and maintenance, near-real-time awareness of suppliers' positions will yield lower transportation costs and better on-time delivery of connectivity services.","Predictive analytics, RFID, IoT, ERP, and supply chain optimization applications","Buying technology and skills from suppliers that are prepared to integrate with legacy platforms will yield fewer rip and replace deals, especially as the software capabilities of buyer and supplier teams continue to expand."
Communications Service Provider,Support Diverse Connected Communities,no value,Digital Supply Chain Optimisation,Secure & Compliant Supply Chain,"Governance, compliance, risk management","CSPs apply uneven processes for governance, compliance, and risk management.","Enact a holistic approach to data, process, and procedural governance to maintain regulatory compliance and minimize risk to the CSP.","Industry cloud, data management, risk assessment","The internal processes ensuring that the communications service provider manages the risks that arise in its environment. Regulatory and compliance risks must be managed in each jurisdiction the CSP operates in, while competitive and strategic threats can be managed by managing skills, ensuring consistent customer engagement, and maintaining awareness of market forces."
Communications Service Provider,Support Diverse Connected Communities,no value,Digital Supply Chain Optimisation,Digitally optimised fulfillment operations,Advanced tech augmented work,Voice is used extensively in warehouse operations to aid order fulfillment operations.,Leverage the best of advanced technologies to increase worker productivity.,"Mobile, voice, AR, VR, 3D printing, task management, WMS, TMS, and GTM",Increase productivity of the supply operations workforce by increasing the efficiency and effectiveness by which the workforce can accomplish its jobs.
Communications Service Provider,Support Diverse Connected Communities,no value,Digital Supply Chain Optimisation,Digitally optimised fulfillment operations,Automatic operations,"Fulfillment has been predominated by manual operations, requiring manual hand-offs, conveyance, and pack and ship throughout fulfillment operations.",Goals include increasing efficiency and work throughput more cost-effectively and allowing for the more productive allocation of manpower in fulfillment operations.,"Robotics, drones, AGVs, AI/cognitive computing, sensors, IoT, WMS, TMS, and GTM","The autonomic operation of pick, pack, and ship processes with the aid of various sensors, robotics, and machine handling equipment."
Communications Service Provider,Support Diverse Connected Communities,no value,Digital Supply Chain Optimisation,Digitally optimised fulfillment operations,Predictive network orchestration,"Network inventory positioning is largely forecast-centric, with reactive adjustments.","Goals include orchestrating capacity across the network to ensure CSPs can meet performance and availability expectations of customers, from source of ingress to the network through backhaul and distribution.","Predictive analytics, IoT, WMS, TMS, and GTM",Predictively optimized network assets optimized for deployment against forecast demand and maintenance schedules.
Communications Service Provider,Support Diverse Connected Communities,no value,CSP Platform Availability,Digital Innovation,Advanced network simulation,"CSPs source from suppliers based on historical experience, patterns, and standard bidding processes, not always digital.",Network emulation allows users to introduce real devices and applications into a test network (simulated) that alters packet flow in such a way as to mimic the behavior of a live network. Live traffic can pass through the simulator and be affected by objects within the simulation services.,"Predictive analytics, RFID, IoT, ERP, and supply chain optimization applications","Deliver real-time simulation of the impact of changes in network demand, along with automated responses to those changes. CSPs will consume increased data volumes to drive predictive models to improve availability and performance of the network."
Communications Service Provider,Support Diverse Connected Communities,no value,CSP Platform Availability,Digital Innovation,Product innovation platform,"CSPs are increasingly deploying platforms to enable API-driven access to CSP services. However, the process of incorporated customer and internally driven innovation to enhance service development is limited.","The real strategic value of a digital platform is to harness the service offerings from a diverse supplier base, and then to use shared orchestration, monetization, and administration tools to offer new service bundles.","Social, industry cloud, BDA, and mobile","Over time, the telco's platform should grow to host many tenants paying to use its infrastructure ? fostering a marketplace for innovative service bundles and channels to new market segments. By adopting this strategy, this supports the move from being providers of telecommunications and ICT services, to creators of digital innovation platforms that drive local economic growth."
Communications Service Provider,Support Diverse Connected Communities,no value,CSP Platform Availability,Digital Innovation,Curated product assortment and positioning,Product positioning and organization is highly siloed depending on customer segment being addressed with minimal cross-fertilization of solutions.,"CSPs that incorporate intelligent product design into their value chains, and can use intelligent product design to respond near term to customer requirements, will achieve higher customer satisfaction.","Analytics, BDA, IoT, cloud","Product design needs to take advantage of the digital transformation, leveraging leading-edge technologies to generate product designs at the product and portfolio level that are closer to how the products and portfolios will appear to the consumers."
Communications Service Provider,Support Diverse Connected Communities,no value,CSP Platform Availability,Efficient Platform Operations,Self-healing platforms,"Though increasing levels of automation are being implemented, most of processes are manual, spanning multiple systems and touch points.","To increase the use and availability of CSP services (including IT, OT, and networks); to resolve issues automatically, leading to an increase in uptime; and to increase efficiency and throughput.","Analytics, cloud, network monitoring, orchestration tool","Components within the CSP infrastructure monitor themselves and their peers and react to reroutes, shed load, or shutdown to minimize outage and asset damage."
Communications Service Provider,Support Diverse Connected Communities,no value,CSP Platform Availability,Efficient Platform Operations,Infrastructure virtualization,"Virtualization is widespread throughout the IT side of the CSP business, but it has minimal impact on the operations side of the carrier business.","Increase the utilization of resource, improve the overall software-defined nature of core CSP operations, and allow for shared skills across IT/OT sides of the CSP. Virtualizing infrastructure increases the flexibility of provisioning and reduces the cost of service delivery by increasing the use of hardware components.","Orchestration and automation tools, hypervisors","Virtualization enables the consolidation of multiple servers onto fewer physical devices, to reduce space, power, and administrative requirements, along with application availability and disaster recovery."
Communications Service Provider,Support Diverse Connected Communities,no value,CSP Platform Availability,Efficient Platform Operations,Platform operations automation and orchestration,"Platforms tend to have alignment to solutions and lines of business within the CSP, with automation applied unevenly across departments and product groups.","Enable CSP platforms to respond to customer requests for service change and repair detected issues without requiring human intervention, thus increasing availability and reducing operational and maintenance cost for the CSP.","Usage analytics, BDA, cloud, monitoring tools","Comprehensive data collection and analysis with automation tools engaging with platform orchestration to optimize the platform (fixed and mobile networks, IT infrastructure, IoT endpoints) in real time."
Communications Service Provider,Support Diverse Connected Communities,no value,CSP Platform Availability,Efficient Platform Operations,Platform DevOps,"Though experimentation is progressing around DevOps, migration from traditional deployment remains in progress, resulting in delays in implementation of new services and offerings for customers.",Build the support infrastructure to enable platform innovation by expediting the development and deployment of new/revised functions into the CSP platform infrastructure.,"Cloud, DevOps tools, analytics","Utilizing a microservice architecture, DevOps in CSPs makes full use of the capability of cloud technology and the network."
Communications Service Provider,Support Diverse Connected Communities,no value,CSP Platform Availability,Strategic Platform Management,Infrastructure and network process insight,"There exists some connectivity to the CSP operations through sensors, but the ability to draw actionable insight out of the data generated through this connectivity remains limited.","Increased visibility into the efficiency and effectiveness of network operations, resulting in improved efficiency, increased throughput, and reductions in unscheduled downtime.","IoT, BDA, advanced network analytics","Advanced analytics provides real-time visibility into the network (both fixed and mobile) along with cloud, application, and SaaS supporting infrastructures through IoT sensors and connected equipment."
Communications Service Provider,Support Diverse Connected Communities,no value,CSP Platform Availability,Strategic Platform Management,Augmented maintenance,"Most assisted maintenance involves documented work instructions, but little is directly integrated into maintenance technician tooling.","Lower time and cost to repair, longer mean time between failure, higher first-time fix rates, and lower network downtime.","AR/VR, cognitive, IoT, mobile",The use of AR/VR provides maintenance technicians with relevant information and guided work instructions.
Communications Service Provider,Support Diverse Connected Communities,no value,CSP Platform Availability,Strategic Platform Management,Predictive analytics (performance and capacity),"The most advanced asset management strategies usually involve condition-based monitoring, but there is limited ability to predict failures.",High levels of asset availability resulting in less downtime and interrupted production. Reduced cost of maintenance delivery.,"Cognitive, IoT, mobility",Machine learning algorithms are built on accurate predictive models of potential failures.
Communications Service Provider,Support Diverse Connected Communities,no value,CSP Platform Availability,Strategic Platform Management,Security management,"Security is becoming a larger component of network management services, with increasing use of managed security offerings to detect and deter threats before they impact customer availability.",Reducing physical inspection costs and increasing system performance.,"Sensors, communications networks, cloud, analytics, drones, robots, machine learning",The use of predictive models manages asset availability within the network and the need for reducing physical inspections. Real-time performance data combined with external data sources to predict failures in fixed and mobile assets.
Government,Efficient and Effective Services and Outcomes,no value,"Economic Development, International Relations, and Civic Engagement",International Affairs and Diplomacy,Digital consular services,"Consular offices are tasked with helping people abroad (and in some cases domestically) in an increasingly online world. The effectiveness of ministries of foreign affairs is becoming more dependent on citizen participation. But many lack the tools for fully digital participation of citizens as they apply for things like visas, import or export permissions, and more.",Achieve standardized workflows. Gain control of data currently stuck in multiple silos. Channel requests to proper authorities. Track compliance. Gain efficiency and improve citizen experience by standardizing workflows.,"Smart forms, workflow tools and database merge/purge tools, ERM",The workflow of frequent traveler services could serve as a model for other solutions; online application or issuance of temporary visas for skilled workers
Government,Efficient and Effective Services and Outcomes,no value,"Economic Development, International Relations, and Civic Engagement",International Affairs and Diplomacy,Tracking trade agreements,"The global economy has gone digital. Today, information, products, and services move across political boundaries very frequently. Many governments have responded to these changes by seeking to control trade in disruptive ways, while others fail to invest in technologies needed to monitor and report on two-way trade movement.","Many countries seek to deploy technology that tracks and reports on the movement of goods in a standard way, and which allows manifests to be filled out, transmitted, tracked, and confirmed at both ends.","Smart forms, cloud-based reporting applications, Big Data and analytics with prepackaged reports and dashboards","The end goal is to promote digital transformation to help use real-time data to assess compliance in an accurate and transparent environment. Results can be monitored by government officials, multilateral agencies, and ""socially responsible"" organizations or investors."
Government,Efficient and Effective Services and Outcomes,no value,"Economic Development, International Relations, and Civic Engagement",Civic Engagement,eVoting and census tracking,Current evoting machines have proven to be very hackable. Results can't be trusted. Governments are seeking ways to improve the performance and reliability of these solutions.,"Machines need to be made more trustworthy, and paper or other backup copy needs to be produced for later audit purposes. Goal is to improve citizen trust in voting process. Improve accessibility of voting process. Ensure accuracy of voting results. Improve availability and consistency of backup copies for audit purposes.","Blockchain for tech trustworthiness, identity-based access control solutions, multifactor ID, social media tools for social outreach","Improving evoting comes down to transparency, improving trustworthiness, and making results easy to audit. There are tools to help with this. Blockchain can be used to detect and alleviate tampering. But improvements must come with social outreach (via social media tools) to assure voters that results have been fully audited and certified."
Government,Efficient and Effective Services and Outcomes,no value,"Economic Development, International Relations, and Civic Engagement",Civic Engagement,Intelligent event management,Government organizations face challenges when managing events. This can range from crowd management and protests at political rallies and parades to collecting input related to economic development meetings They seek better online alternatives.,"Event managers seek to quickly create branded platforms, set event rules and goals, monitor event performance, and make data-driven decisions before, during, and after the event based on real-time analytics. They also seek ways to help (in some cases) track ROI or social and/or political returns on the event.","Cloud-based event management solutions, access control systems, budget and staff deployment solutions with tracking and reporting, event security and tools to help with that are equally important",Event management tools help keep events under control and keep participants safe. Data sharing between public service agencies helps identify problem points. Online tools help keep digital engagement going long after the event has ended.
Government,Efficient and Effective Services and Outcomes,no value,Modernized Public Security and Justice,Data-Driven Public Safety,Crime analysis and data sharing centers,"Without advanced crime analytics and data sharing centers, federal agencies far more slowly connect critical, time-sensitive data, or piece together various siloed data, missing the opportunity to apprehend suspects and/or prevent crime from occurring.","To allow various federal agencies to share, integrate, and operationalize information between these agencies, and with other jurisdictions as necessary, without breaching security levels.","Advanced analytics, visualization tools, cognitive solutions, machine learning, social media analytics, video walls for display, platforms to centralize a common operating picture, mobile alerting, cloud platforms, next-generation security solutions, biometrics, facial recognition, Lidar, 3D crime scene mapping technologies","Data sharing between agencies and jurisdictions enable leveraging advanced analytics, cognitive solutions, and visualization tools to more expeditiously connect the dots, unearth invisible patterns, identify suspects more quickly, and save officer and citizen lives."
Government,Efficient and Effective Services and Outcomes,no value,Modernized Public Security and Justice,Data-Driven Public Safety,Digital evidence management,"Evidence is currently gathered in a part-analog, part-digital manner, with little integration or orchestration across the judicial continuum.","Digital transformation of evidence management using platform solutions that integrate disparate pieces of digital evidence through distinct phases of response, investigation, courts, probation, and archive. This provides better consistency of digital evidence, leading to quicker case resolution, a reduction in recidivism, and a safer society.","Cloud-enabled platforms, social media analytics, video management solutions, data management, data quality and integration solutions","Cloud-enabled digital evidence management platform connects major investigative and operational databases, IoT sensors, and external data sources, connecting them all to a single case."
Government,Efficient and Effective Services and Outcomes,no value,Modernized Public Security and Justice,Data-Driven Public Safety,Early warning systems,"Many nations currently learn of large-scale events too late, when it is impossible to mitigate damage or loss of life. While sensors and robotics can be deployed as early warning systems, central governments have been reluctant to make these investments. Governments still rely on decades old, 2nd Platform technologies for detection, which are patently slower and less effective.","Detect large-scale natural (e.g., earthquake and tsunami warning systems) and man-made (e.g., bomb threats) disasters sooner, collecting sensor data to better understand incidents and respond with better information.","IoT sensors, advanced analytics, robotics, deployables, cloud-enabled platforms, public alerting and warning systems","Deploying sensors and robotic deployables help sooner detect, and have better quality information about, large-scale events like earthquakes, tsunamis, and terrorist attacks."
Government,Efficient and Effective Services and Outcomes,no value,Modernized Public Security and Justice,Data-Driven Public Safety,Next-generation emergency management,"National emergency response agencies traditionally help citizens before, during, and after natural emergencies and security incidents.","Next-generation emergency response management strategically uses 3rd Platform technologies like cloud, social, mobile, and analytics, as well as innovation accelerators like IoT, robotics, and cognitive, to proactively mitigate the impact of events and incidents, as well as expediting the time to respond and recover from those incidents.","IoT sensors, advanced analytics, robotics, deployables, cloud-enabled platforms, public alerting and warning systems","Next-generation emergency management agencies leverage technology to coordinate across agencies, save time, and prevent loss of life and property."
Government,Efficient and Effective Services and Outcomes,no value,Modernized Public Security and Justice,Interconnected Justice,Offender monitoring,"Offender monitoring is traditionally a paper- and process-based workflow; technology provides courts, jail cell, and probation to more effectively and unobtrusively manage offenders.",More securely and safely manage inmate and parolee movement.,"RFID tracking devices, IoT solutions, workflow management solutions","Consists of solutions to manage and monitor inmates (generally as a condition of probation, which occurs before or instead of jail or prison time, or parole, which occurs after release from prison) as well as solutions to manage inmate movement within the jail."
Government,Efficient and Effective Services and Outcomes,no value,Modernized Public Security and Justice,Interconnected Justice,Inmate virtual care,"Inmates frequently encounter a lack of training, support, and adequate specialized services because of travel, scheduling, and cost constraints associated with in-person support services.","Utilize collaborative tools and video management solutions to bring the appropriate support services to inmates to assist in rehabilitation, ultimately reducing recidivism.","Cloud-based collaborative tools, video management solutions","Connected, collaborative, virtualized, and specialized care for prisoners."
Government,Efficient and Effective Services and Outcomes,no value,Modernized Public Security and Justice,Interconnected Justice,The connected courtroom,"Federal courts have lagged in terms of technology adoption and uptake, remaining paper-based, siloed, and seeped in tradition and procedure hundreds of years old at times.","Leveraging virtualized and paperless courts to address scheduling inefficiencies, delays, and escalating court costs; video evidence and video testimonials from defendants, witnesses, and experts, as well as video files of the proceedings themselves; and machine learning solutions can assist in the machine reading and ediscovery of documents and evidence.","Cloud-based collaborative tools, video management solutions, machine learning","Internet-enabled courtrooms are able to input and output digital evidence, including video testimonials from prisoners and remote experts."
Government,Efficient and Effective Services and Outcomes,no value,Modernized Public Security and Justice,Secure Homeland,"Border, customs, and immigration management","Border, custom, and immigration management has become inordinately complicated in the 21st century, requiring a coordinated, concerted effort and technology investment by federal agencies. Legacy technology simply cannot keep up with the volume of cargo and people moving across borders.",Secure borders and customs management; immigration management solutions to identify persons of interest or concern.,"Machine learning, artificial intelligence, hybrid cloud services, advanced analytics, mobile, predictive analytics, IoT sensors, supply management technology",Leveraging innovative technological solutions to ensure the safe transfer of people and cargo across borders.
Government,Efficient and Effective Services and Outcomes,no value,Modernized Public Security and Justice,Secure Homeland,Critical infrastructure management,Critical infrastructure is increasingly the target of cybersecurity breaches; targeted because of the disruption and chaos violations bring to society. Legacy technologies are ill-equipped to manage or even detect these breaches.,"Use sensors, analytics, and cybersecurity solutions to prevent and manage violations to a nation's critical infrastructure.","Cybersecurity solutions, IoT sensors, hybrid cloud computing service solutions, endpoint security, network security, advanced analytics",Prevent and deter breaches to the nation's critical infrastructure by fortifying endpoint and system security management.
Government,Efficient and Effective Services and Outcomes,no value,Modernized Public Security and Justice,Secure Homeland,Social engineering,"A number of large foreign agencies have recently used social media as a key tool to disrupt foundations to the democratic process like public opinion, the electoral process, and social activism. Preexisting tools and vetting processes were patently incapable of detecting these breaches.","Tools to detect, understand, and analyze a foreign entity's influence on another country's democratic processes and institutions (i.e., influencing elections, social sentiment, activism, or even public brand via digital media).","Cybersecurity solutions, bots, hybrid cloud computing service solutions, endpoint security, network security, advanced analytics","Social engineering consists of the tools and processes that help governments monitor digital media, given its emerging potential social disruption and diplomatic repercussions; fostering disagreement and conflict in other countries is often a bot-driven process, which amplifies disagreements between competing factions."
Government,Efficient and Effective Services and Outcomes,no value,Data-Driven Services and Benefits,Services and Benefits Administration,Connected and digital workers,"With legacy systems, response to citizens for information regarding benefits and eligibility is slow and mundane, as often repetitive questions are asked, employees are located in different offices and may be conducting work in the field, making it difficult to collaborate and yet operational costs must be contained.","Improve the quality and timeliness of services and information delivery, while streamlining the repetitive, rules-based, and mundane transactional task normally associated with citizen service.","Cloud-based instant messaging, presence management, mobility solutions, cloud-based web and videoconferencing, desktop sharing and unified messaging; machine learning and chat bots","By increasing the productivity and efficiency of workers wherever they are and automating routine transactional tasks through machine learning and chat bots, staff are freed up to perform more complex and higher-valued activities and better serve citizens."
Government,Efficient and Effective Services and Outcomes,no value,Data-Driven Services and Benefits,Services and Benefits Administration,Data-driven social services,"Changing citizen needs and expectations, legislative changes in eligibility rules and funding, staff reductions, and the retirement of experienced employees, coupled with legacy systems that are decades old, cause delays in enrollment, verification, and benefit delivery, as well as errors in benefit administration.","Improve capacity to provide holistic services and drive better outcomes that address the root causes of individual, family, and community health and human services challenges.","Cloud-based eligibility platform, Big Data, dashboards, cybersecurity, endpoint security, network security","By employing technology such as a cloud-based digital transformation platform enabling eligibility systems that streamline front-end and back-end processes for eligibility determination and delivery of benefits, agencies facilitate data sharing among ecosystem partners while protecting PII."
Government,Efficient and Effective Services and Outcomes,no value,Data-Driven Services and Benefits,Services and Benefits Administration,Benefits fraud and abuse prevention,"Despite agency efforts, fraud, waste, and abuse spending continues to impact federal agencies. In the United States, it increased from $137 billion in FY15 to $144 billion in FY16, the highest amount in years and the fourth consecutive year of increases. Beyond pay, chase, and recover, federal agencies are working to stop these payments, but bad actors may be a step ahead of government.","Ensure the accuracy of benefits and payments, and reduce the annual amount of improper payments. In the United States, agencies are required to cut these payments by 50% by 2021.","Cloud-based lists, data hubs, Big Data, dashboards, AI, machine learning, cognitive, cybersecurity","Agencies can move from recovery of funds to prevention of improper payments through deployment of cloud-based lists of individuals and entities excluded from receiving payments or barred from doing business with government, BI software and data analytics platforms to catch suspicious benefit claims, and federated data hubs with appropriate access controls to securely share, merge, combine, and analyze disparate data (structured, unstructured, semistructured, and metadata) across multiple agencies."
Government,Efficient and Effective Services and Outcomes,no value,Data-Driven Services and Benefits,Public Health Protection,Health promotion and predictive disease management,"Risky behaviors such as tobacco use and obesity are top causes of disease, disability, and death. Proper inoculation can prevent illness and death, yet often citizens are not informed of the consequences of risky behaviors nor of outbreaks of contagious illness. Information may exist on agency websites, but this is not accessible via mobile devices, often hard to find, and not current.",Promote health and reduce chronic disease risk through helpful and easy-to-find-and-access information on diets and physical activity guidelines to maintain healthy body weights. Prevent chronic health diseases by educating the public and increasing immunization rates for infectious diseases.,"Cloud-based interactive data portals accessible via mobile devices, social media alerts via widgets, geolocation of visualization of episodes, and Big Data and analytics for predicting disease outbreaks","Promote health and reduce chronic disease risk by educating the public, allowing users to explore information, and providing timely information for preventative measures."
Government,Efficient and Effective Services and Outcomes,no value,Data-Driven Services and Benefits,Public Health Protection,Addiction prevention and monitoring,"Substance abuse and abuse of prescription drugs along with heroin is one of the most critical public health and safety issues facing the U.S. Opioid addiction causes 33,000 U.S. deaths annually.","Identify root cause of addiction, and develop interventions that create sustained recovery. Monitor prescriptions and deter illegal drug use. Facilitate child welfare in families impacted by abuse.","Cloud-based digital transformation platform providing portals for advisories, social media alerts, data management, and integration across data sources; integrated case management; analytics, risk scoring, predictive modeling, and geospatial mapping; visualization and dashboards","Sharing data across ecosystem partners and deploying sophisticated analytics tools (machine learning) can identify individuals at risk, present the complexity tracking and stopping outbreaks and epidemics, align resources to those impacted, inform the public, and save lives."
Government,Efficient and Effective Services and Outcomes,no value,Data-Driven Services and Benefits,Public Health Protection,Ensuring food safety and traceability,Globalization of the food supply and increased consumer demand for high quality and variety require new approaches to meet standards and ensure consumer safety. An authoritative stamp of cleanliness or safe consumption is a significant issue in China and ASEAN food supply.,"Protecting public health by ensuring the food supply is safe, secure, and labeled properly and identifying potentially problematic chemicals and/or harmful additives in the food supply.","Data filtering and text analytics, cloud-based predictive modeling that identifies data indicative of an unsafe impact on the food supply chain, visualization and dashboards","Results are visualized, and health officials and analysts review the data and predictions. Armed with this information and prediction of a possible adverse event in the food supply, health officials take an action such as issue a warning or even order a food recall."
Government,Efficient and Effective Services and Outcomes,no value,Data-Driven Services and Benefits,Citizen Experience,Open data,"Government organizations have massive amounts of information stored in multiple systems, databases, and spreadsheets, with more data being created and collected daily ? from paper forms to connected digital devices. Citizens expect government to keep them informed and want to interact with government on their terms, 24 x 7, and not only receive information but also search for, quickly find, and share information.","Provide open government data that help people make informed decisions ? from choosing financial aid options for college to finding the safest consumer products and vehicles. Provide open data to increase citizen participation in government. Enable accountability and create opportunities for economic development, and inform decision making in both the private and public sectors through transparent data.","User-friendly cloud-based metadata platform for developing enterprise search capabilities, data filtering, applications that tie together capabilities such as team collaboration, content and document management, geolocation mapping, data analysis, and visualization tools","Open and standardized government data is important because the more accessible, discoverable, and usable the data is, the more impact it can have. Uses include cost savings, efficiency, improved civic services, informed policy, performance planning, research and scientific discoveries, transparency and accountability, and increased public participation in government."
Government,Efficient and Effective Services and Outcomes,no value,Data-Driven Services and Benefits,Citizen Experience,Omni-channel portals,"Current government provision of information and services exists largely in separate and disconnected domains: physical, online, and mobile. Most lack a clear and easy user experience for navigation. This causes constituent experiences to be disjointed, inconsistent, and disconnected.","Align constituent-facing business processes, actions, and connections points to support comprehensive needs and deliver an optimal experience. Provide a one-stop shop for access to government services and information to make it easier and more convenient for users to conduct business with government.","Cloud-based portals providing advisories, content management, applications, data management across all data sources, publishing software, enterprise portals, and online payment options; rules-based, integrated case management and analytics, chat bots",Duplicative steps and friction points in applying for services is eliminated and the user interface designed outside-in from the customer's perspective. Digital connections that allow the customer journey to begin and be completed on any device in any channel will optimize and enhance customer experience.
Government,Efficient and Effective Services and Outcomes,no value,Data-Driven Services and Benefits,Citizen Experience,Digital equity inclusion and accessibility,"According to the World Bank, approximately 1 billion people worldwide live with a disability, yet many government websites are not designed with an accessibility-first design for multiple platforms (i.e., desktop PC, tablet, mobile phones). This makes it difficult for communications and access to government services and information. There is also a significant divide between those that do, and don't, have access to the internet, especially in rural and other remote areas. Only 14% of the world's population will have access to broadband connectivity by 2019, impacting digital literacy and access to critical information.","Make it easy for people with disabilities to create, consume, and communicate with government from any device, and ensure internet access.","Speech output?enabled emails, websites, blog post, or social media pages for full and independent use by individuals with vision or tactile impairments; accessible work and collaboration tools; next-generation, faster and broader network pipes for government use, efficient spectrum management, and the adoption of satellite","Accessible design typically delivers a better user experience for everyone, and enabling internet access to those without helps reduce the digital divide and facilitates economic growth."
Government,Efficient and Effective Services and Outcomes,no value,Revenue and Monetary Management,Financial Markets and Institutions,Banking supervision,"Bank management, investment, and processing requires ongoing oversight, supervision, license-granting processes, and enforcement, often by a government regulatory body.","An effective system of banking supervision needs to be able to effectively develop, implement, monitor, and enforce supervisory policies under normal and stressed economic and financial conditions. Supervisors need to be able to respond to external conditions that can negatively affect banks or the banking system.","RegTech, an evolving field within the financial services industry, utilizes information technology to enhance regulatory processes. Legislation/regulation workflow management, gap analysis tools, compliance management tools, transaction monitoring and reporting tools, regulatory reporting tools, activity and access monitoring tools, risk management solutions, case management tools and data warehouses",Government agencies involved with banking supervision often must manage digital tools that are designed to interact with the systems used by banks in order to track what they are doing. This allows them to monitor legal compliance and enforce laws.
Government,Efficient and Effective Services and Outcomes,no value,Revenue and Monetary Management,Financial Markets and Institutions,Regulatory management,"Ongoing regulatory management of industries also requires ongoing oversight, supervision, license-granting processes, and enforcement, often by a government regulatory body.",Government agencies seek improved tools to help them monitor compliance and boost the performance of dashboard that can help them look for anomalies and trends.,"Workflow management tools, reporting tools, activity and access monitoring tools, risk management solutions, case management tools and data warehouses","By setting rules in a workflow management system, and by monitoring compliance in real time, agencies can reduce their long-term regulatory risk and streamline workflows."
Government,Efficient and Effective Services and Outcomes,no value,Revenue and Monetary Management,Currency Management,Digital currencies,Most governments control currency and related interest rates through central banks. The anonymity of cash can provide opportunity for fraud. Some progressive countries are launching their own digital currencies (Sweden and China have both expressed interest in issuing a digital form of government-backed money).,"Engage citizens in a central bank?issued electronic currency by providing access via cell phones. Create an economy of scale for investors, entrepreneurs, and regular citizens to use the platform in concert. Reduce costs and enhance transparency and security of transactions.","Blockchain/distributed ledger technology, high-end servers for processing, cryptographic applications, transactional recoding systems, associated payment systems, mobile payment applications","Government-backed/operated digital currencies reduce operating costs for businesses and create more secure and transparent commerce systems. These technologies allow governments to monitor ways that cryptocurrency can be used in money laundering activities, while using judicial powers to prevent parts of this. Smaller countries serve as pilot projects, with larger countries following suit based on citizen demand."
Government,Efficient and Effective Services and Outcomes,no value,Revenue and Monetary Management,Currency Management,Government payments,"Governments have a good handle on procurement and payments, but they still struggle with fraud. Governments provide loans that are crucial to the prosperity of homeowners, businesses, farmers, students, rural communities, and other groups. Agencies struggle to collect the necessary data and put in place the information systems, analytical models, and technical processes for robust risk management to prevent defaults and ensure that these loans are repaid.","Reduce the administrative burden and minimize costs of applying for loans and maximize the use of public funds for their intended purposes. Quickly identify risky loans to minimize default and fraud. Agencies seek fraud monitoring tools and compliance management tools. They seek to assure that they receive what they have paid for, and that they do not make any improper payment.","Cloud-based information management systems that contain data for loan recipients and lenders, Big Data to identify credit risk, on-demand reporting tools (scorecards/dashboard) to provide visualization of loan status and risk scores, risk assessment models that incorporate unstructured data (text-based reports and public information), compliance management tools, workflow management, change management applications","Expanding the capacity to identify and analyze programmatic risks through automated, data-driven risk assessment tools enables government to be good stewards of public funds. By using predictive analytics and by setting compliance management rules, agencies can improve their fraud detection success rate ? in some cases to over 90%."
